"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"DT_POSSE";"SG_UF";"SG_UE";"NM_UE";"CD_CARGO";"DS_CARGO";"QT_VAGAS"
"30/01/2022";"10:01:53";"2018";"2";"Eleição Ordinária";"298";"Eleições Gerais Estaduais 2018";"28/10/2018";"01/01/2019";"SC";"SC";"SANTA CATARINA";"3";"Governador";"1"
"30/01/2022";"10:01:53";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"01/01/2019";"SC";"SC";"SANTA CATARINA";"3";"Governador";"1"
"30/01/2022";"10:01:53";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"01/01/2019";"SC";"SC";"SANTA CATARINA";"4";"Vice-governador";"1"
"30/01/2022";"10:01:53";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"01/01/2019";"SC";"SC";"SANTA CATARINA";"5";"Senador";"2"
"30/01/2022";"10:01:53";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"01/01/2019";"SC";"SC";"SANTA CATARINA";"6";"Deputado Federal";"16"
"30/01/2022";"10:01:53";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"01/01/2019";"SC";"SC";"SANTA CATARINA";"7";"Deputado Estadual";"40"
"30/01/2022";"10:01:53";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"01/01/2019";"SC";"SC";"SANTA CATARINA";"9";"1. Suplente";"1"
"30/01/2022";"10:01:53";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"01/01/2019";"SC";"SC";"SANTA CATARINA";"10";"2. Suplente";"1"
