"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"DT_POSSE";"SG_UF";"SG_UE";"NM_UE";"CD_CARGO";"DS_CARGO";"QT_VAGAS"
"30/01/2022";"10:01:53";"2018";"2";"Eleição Ordinária";"296";"Eleição Geral Federal 2018";"28/10/2018";"01/01/2019";"BR";"BR";"BRASIL";"1";"Presidente";"1"
"30/01/2022";"10:01:53";"2018";"2";"Eleição Ordinária";"295";"Eleição Geral Federal 2018";"07/10/2018";"01/01/2019";"BR";"BR";"BRASIL";"1";"Presidente";"1"
"30/01/2022";"10:01:53";"2018";"2";"Eleição Ordinária";"295";"Eleição Geral Federal 2018";"07/10/2018";"01/01/2019";"BR";"BR";"BRASIL";"2";"Vice-presidente";"1"
